TerMINator,2017-01-02T23:15:28.000Z,20,10122,3862,https://yt3.ggpht.com/a-/AAuE7mBlZgXyhxP0rZ6XpvHnOfLaX2QlMHyvEh1YRQ=s240-mo-c-c0xffffffff-rj-k-no
"Prospector Cody",2017-01-02T23:00:11.000Z,22,115,153,https://yt3.ggpht.com/a-/AAuE7mBAPdH3FfL6K5h1xhz87XdY6mAtHv1y4SH_4A=s240-mo-c-c0xffffffff-rj-k-no
"Dan Emmanuel Ventura",2017-01-02T22:55:54.000Z,20,149,1639,https://yt3.ggpht.com/a-/AAuE7mCTYmGBbFwWvB6LhR6-zI9WacPfrkNdvgaKqA=s240-mo-c-c0xffffffff-rj-k-no
"Nobs GT",2017-01-02T22:39:03.000Z,20,163746,10849,https://yt3.ggpht.com/a-/AAuE7mAe2UZkURS6C4iEsYCgEoKbIM_COfe6MPbZsg=s240-mo-c-c0xffffffff-rj-k-no
RobbyTv,2017-01-02T20:59:40.000Z,24,4157,52434,https://yt3.ggpht.com/a-/AAuE7mDBQqBgije_S6wHBBnDaq_-FMRlqB5JgwYKTg=s240-mo-c-c0xffffffff-rj-k-no
"Camila Coelho English",2017-01-02T20:51:37.000Z,26,107514,1236750,https://yt3.ggpht.com/a-/AAuE7mAKOhDmHlDTRu-3RlH0d1ysYTL0haJKhRbf0g=s240-mo-c-c0xffffffff-rj-k-no
"Amanda Gibson",2017-01-02T19:51:51.000Z,22,396,353,https://yt3.ggpht.com/a-/AAuE7mDtNS7vjWSgH_hJAo1ZlVFQxskomm_0miieGw=s240-mo-c-c0xffffffff-rj-k-no
TeraVex,2017-01-02T19:23:58.000Z,10,19,212,https://yt3.ggpht.com/a-/AAuE7mC4KOtnPR_TY62MdC8ECnyVFBdNyZ3D5jW73Q=s240-mo-c-c0xffffffff-rj-k-no
"Vans World",2017-01-02T18:59:48.000Z,26,1650,4614,https://yt3.ggpht.com/a-/AAuE7mBEov3j9G656fPIsoFfBMkzKvk1hy_fHoLPWw=s240-mo-c-c0xffffffff-rj-k-no
"Babies and Kids Channel",2017-01-02T18:49:09.000Z,27,711235,36814,https://yt3.ggpht.com/a-/AAuE7mD1_UNIH_YYi_0catRCJDE59B9HOBUNSFFGlA=s240-mo-c-c0xffffffff-rj-k-no
"Julia Graf",2017-01-02T18:24:59.000Z,26,30551,773200,https://yt3.ggpht.com/a-/AAuE7mA5WjtNkw1sMeTGZTTqNXxddF8H4InuoumvCQ=s240-mo-c-c0xffffffff-rj-k-no
"Just Jodes",2017-01-02T18:00:02.000Z,26,53752,178493,https://yt3.ggpht.com/a-/AAuE7mAQnn513u7VIZij9nJ9_pIjHMesIaxkTefQdA=s240-mo-c-c0xffffffff-rj-k-no
GFXfarm,2017-01-02T17:46:07.000Z,1,2796,47538,https://yt3.ggpht.com/a-/AAuE7mBhstqeeLHNNkFC9DtG47vdsOEHye5iLzBj=s240-mo-c-c0xffffffff-rj-k-no
"Minovsky Man",2017-01-02T17:38:17.000Z,1,887,5931,https://yt3.ggpht.com/a-/AAuE7mCuj5DG3iB817ShoukUgclgt_sZ77eawDoTPQ=s240-mo-c-c0xffffffff-rj-k-no
"Nomadic Woodsman",2017-01-02T17:38:52.000Z,15,486,12578,https://yt3.ggpht.com/a-/AAuE7mBiVkuZ-BiGDn4ClKGcib4veBNteakDB3Me=s240-mo-c-c0xffffffff-rj-k-no
Juniper,2017-01-02T17:03:31.000Z,20,7954,11655,https://yt3.ggpht.com/a-/AAuE7mAZUSIZPQcQvb0xxOqnuLiPG7xB6WFwzCvKbg=s240-mo-c-c0xffffffff-rj-k-no
"KeTRoX ReD",2017-01-02T15:46:56.000Z,20,9782,181930,https://yt3.ggpht.com/a-/AAuE7mBn2LLXu8o2a2YkpP62ilxKHe73ohZeGEul6A=s240-mo-c-c0xffffffff-rj-k-no
"Dave Smith Motors",2017-01-02T15:06:47.000Z,2,2987,4382,https://yt3.ggpht.com/a-/AAuE7mBq8ws9u7JR3hEQBF2-ctXbdkSY0Vjvu8UDZw=s240-mo-c-c0xffffffff-rj-k-no
"Caleon Twins",2017-01-02T13:00:02.000Z,24,75508,291945,https://yt3.ggpht.com/a-/AAuE7mC9y2G-Q4FSWUznJ6ChowHYV0w2RtkOk4ulGA=s240-mo-c-c0xffffffff-rj-k-no
"Alfred Kamon Network",2017-01-02T13:00:05.000Z,20,12063,17841,https://yt3.ggpht.com/a-/AAuE7mBe-yF4retoKoutulSE0P2KNAEE2YvPcdiZtQ=s240-mo-c-c0xffffffff-rj-k-no
"Mind Over Munch",2017-01-02T12:17:17.000Z,26,44151,798377,https://yt3.ggpht.com/a-/AAuE7mDaEveeTfgYOxRmG-gIN-r-HPx86mYgGNNDdw=s240-mo-c-c0xffffffff-rj-k-no
JCDecaux,2017-01-02T11:28:41.000Z,28,5172,8916,https://yt3.ggpht.com/a-/AAuE7mBb9MnrdYecehr0ogHLOk069NKAZt15T2IZXw=s240-mo-c-c0xffffffff-rj-k-no
KidToyTesters,2017-01-02T11:18:39.000Z,22,65419,313822,https://yt3.ggpht.com/a-/AAuE7mBD6LIwebQDvebxMH_V7SDwryRAexxkKzN5XQ=s240-mo-c-c0xffffffff-rj-k-no
"That Quirky Miss",2017-01-02T05:30:06.000Z,26,5046,239904,https://yt3.ggpht.com/a-/AAuE7mCEoeV5Td7-Tx0NkYBRQ_512QsQVKOemxpDuQ=s240-mo-c-c0xffffffff-rj-k-no
FueTT,2017-01-02T02:00:01.000Z,29,37306,288327,https://yt3.ggpht.com/a-/AAuE7mCkH76jEQzG8HYfXy1xI95WK6An9sepfoM8RA=s240-mo-c-c0xffffffff-rj-k-no
"danielle rae",2017-01-02T01:36:04.000Z,26,87566,263307,https://yt3.ggpht.com/a-/AAuE7mC7WrtFkIkKxTcANJZ8HeXdf9ZRJowlzVe5ng=s240-mo-c-c0xffffffff-rj-k-no
InfinityAGStudios,2017-01-02T00:49:23.000Z,24,44669,28391,https://yt3.ggpht.com/a-/AAuE7mBd1uUS80YKLc0LgRM23LCAACQlvrCFEdZqiw=s240-mo-c-c0xffffffff-rj-k-no
Tadligaming,2017-01-02T00:38:51.000Z,20,616,1224,https://yt3.ggpht.com/a-/AAuE7mAeo6t-wL7l4ZIw9rxWdYpNc3S7DrqUjFRGNg=s240-mo-c-c0xffffffff-rj-k-no
"Ashley Lynn",2017-01-03T23:59:57.000Z,26,6590,34532,https://yt3.ggpht.com/a-/AAuE7mBLIJimfu7ARqwTGsUTbIIz06aNZpOz3neozg=s240-mo-c-c0xffffffff-rj-k-no
VIREGA,2017-01-03T23:12:32.000Z,28,741,2429,https://yt3.ggpht.com/a-/AAuE7mB5Q3AIUyM1ebpddqxPNv7uk7H4gCmDuZGktA=s240-mo-c-c0xffffffff-rj-k-no
"Vapor Trail Channel",2017-01-03T22:40:40.000Z,22,115041,160730,https://yt3.ggpht.com/a-/AAuE7mD0oTgtgkmAegaqnWRmboly9zsvIV0CbAUxKA=s240-mo-c-c0xffffffff-rj-k-no
"Stan's Tech Videos",2017-01-03T22:33:38.000Z,20,3267,6728,https://yt3.ggpht.com/a-/AAuE7mBQGdin-GG6CNmni6WQnrm8XO_8nPpqdylB6Q=s240-mo-c-c0xffffffff-rj-k-no
"His and Hers VLOGS",2017-01-03T22:00:03.000Z,19,5871,48511,https://yt3.ggpht.com/a-/AAuE7mAbVLYwuLWoxxIxUtXq_g-c7tWx9y7M6G6tzg=s240-mo-c-c0xffffffff-rj-k-no
"Say No To Rage",2017-01-03T21:55:18.000Z,20,1714,30935,https://yt3.ggpht.com/a-/AAuE7mDieYcplKW2IQM1CHubgcKEpSx_0yPHwyZ3qg=s240-mo-c-c0xffffffff-rj-k-no
"Nick Capaccio",2017-01-03T20:05:55.000Z,28,2276,22840,https://yt3.ggpht.com/a-/AAuE7mCw59dFRIwIbqr-OOpHdKwW7xTB9QnDPSSzQQ=s240-mo-c-c0xffffffff-rj-k-no
"Pocket Hazel",2017-01-03T18:44:19.000Z,22,18494,185479,https://yt3.ggpht.com/a-/AAuE7mBBPWjaJrO-l4cRG7aX0K1Jtxw218rSVtnMpg=s240-mo-c-c0xffffffff-rj-k-no
"Stolen Spaghetti",2017-01-03T18:00:02.000Z,20,264,3434,https://yt3.ggpht.com/a-/AAuE7mD1xfH8NfFaw8KF2iCblx0NJBPjIjI02epc_Q=s240-mo-c-c0xffffffff-rj-k-no
"Produce Like A Pro",2017-01-03T17:54:40.000Z,10,20102,275702,https://yt3.ggpht.com/a-/AAuE7mBLnFxi1O7yZDP9z7YtHwnvKGxYrlIp3ir3VQ=s240-mo-c-c0xffffffff-rj-k-no
Glamorustic,2017-01-03T17:00:32.000Z,26,185353,13231,https://yt3.ggpht.com/a-/AAuE7mCv2EO21JRjQZcCwNt070gMJriJ3s0KTZii6g=s240-mo-c-c0xffffffff-rj-k-no
goforgreenliving,2017-01-03T16:42:26.000Z,27,956,13334,https://yt3.ggpht.com/a-/AAuE7mD86sz3nOWMduefEX3t2iuxwcSU4wW2DZfVhA=s240-mo-c-c0xffffffff-rj-k-no
"Eddies Toy Box",2017-01-03T15:13:25.000Z,24,5586,4798,https://yt3.ggpht.com/a-/AAuE7mCLJTrI0cbF0FNWqSvRvGqlVNcCBNPlZotvGw=s240-mo-c-c0xffffffff-rj-k-no
"Life By Jazz",2017-01-03T15:00:05.000Z,22,1733,13061,https://yt3.ggpht.com/a-/AAuE7mCUJrJLyseZxd6Yh7kUUEKJJ-OKhzp4fmDCGA=s240-mo-c-c0xffffffff-rj-k-no
Seytonic,2017-01-03T14:00:15.000Z,28,2644,84324,https://yt3.ggpht.com/a-/AAuE7mCfbMSjWfVRjeepsP8EsX2MY-yExgSYCoRhVQ=s240-mo-c-c0xffffffff-rj-k-no
"Zestii Perfect",2017-01-03T13:39:48.000Z,1,2987,70925,https://yt3.ggpht.com/a-/AAuE7mD_k5_ZmexIC2qHKTUaSJ-nKaJumpmdxf76-g=s240-mo-c-c0xffffffff-rj-k-no
Lamya,2017-01-03T13:13:52.000Z,24,216587,559497,https://yt3.ggpht.com/a-/AAuE7mBpDtsR6af83UvOr6HKix-Pvz7bCOlKCIdiuQ=s240-mo-c-c0xffffffff-rj-k-no
Maxkil,2017-01-03T12:03:36.000Z,26,477,25794,https://yt3.ggpht.com/a-/AAuE7mD5_-K3hj5VsXYdw1-PZZYP4leM02CufXCROg=s240-mo-c-c0xffffffff-rj-k-no
"Sz Legend",2017-01-03T11:40:36.000Z,20,1009,1276,https://yt3.ggpht.com/a-/AAuE7mBPdyWEjaysxSWdPiGyDWCpdLlSwzK2bENeug=s240-mo-c-c0xffffffff-rj-k-no
"Abba Studios",2017-01-03T09:57:15.000Z,26,2584,824,https://yt3.ggpht.com/a-/AAuE7mAFxzW8l_hh8YhT_Sd45BRz16PHyhrZ8GH1_w=s240-mo-c-c0xffffffff-rj-k-no
"AnonymousGamer 647",2017-01-03T08:36:50.000Z,20,85,7067,https://yt3.ggpht.com/a-/AAuE7mBZBnSEJR04W6DRpaJ94pC5dDwjD2P_EgS7Tw=s240-mo-c-c0xffffffff-rj-k-no
"G Matrix",2017-01-03T04:14:30.000Z,20,806,814,https://yt3.ggpht.com/a-/AAuE7mBcZMjt1Fl2tUeRTeIBVLN3HuexvjFtXiUT1w=s240-mo-c-c0xffffffff-rj-k-no
"Ice Cuber",2017-01-03T04:00:15.000Z,24,1116,5479,https://yt3.ggpht.com/a-/AAuE7mAfN9wt0IFYF9EN9Gv5f83RGaa9CkIVzb1tzg=s240-mo-c-c0xffffffff-rj-k-no
"Matt and V",2017-01-03T02:15:54.000Z,22,6206,46559,https://yt3.ggpht.com/a-/AAuE7mC_BGN2jFe2AE73Oz8MfbV4eaer_TXXsrzMbQ=s240-mo-c-c0xffffffff-rj-k-no
"FaceToFace tw",2017-01-03T02:08:10.000Z,26,17787,46543,https://yt3.ggpht.com/a-/AAuE7mAkNuqyNt1oDIzP8ZuI-NqdSiqOUhND79mRVw=s240-mo-c-c0xffffffff-rj-k-no
AJP83,2017-01-03T01:19:38.000Z,20,148,22743,https://yt3.ggpht.com/a-/AAuE7mCsIBIU5n_RgNCWXqfl9jB2UzA6b3UvXZtRGQ=s240-mo-c-c0xffffffff-rj-k-no
Steakman,2017-01-03T00:24:28.000Z,20,384,79,https://yt3.ggpht.com/a-/AAuE7mDl0xsuqZtUS9_U5JB7n5bHQuWnp5cfdhrAFw=s240-mo-c-c0xffffffff-rj-k-no
"Ironside Computers",2017-01-03T00:16:43.000Z,28,33598,468589,https://yt3.ggpht.com/a-/AAuE7mA6ztdkEcXCxh3grrs66MVQhSuEp8CLeEmAJw=s240-mo-c-c0xffffffff-rj-k-no
FashionistaBlogger,2017-01-04T23:48:45.000Z,26,1534,14957,https://yt3.ggpht.com/a-/AAuE7mDXTwChXE1xoA1-jKlDVi2xcEg21Hh4GLZ_4g=s240-mo-c-c0xffffffff-rj-k-no
"Nadia Drogouli",2017-01-04T22:29:45.000Z,26,38562,9920,https://yt3.ggpht.com/a-/AAuE7mAGSZ6Ay5-9bHd8zUSRzj_9Ktbu2Wp_PlCltw=s240-mo-c-c0xffffffff-rj-k-no
"RiP Trippers",2017-01-04T22:05:03.000Z,22,252864,1298653,https://yt3.ggpht.com/a-/AAuE7mCN0QxGdUFoPGV1Znif9UvI-ntl90T-UfVeaA=s240-mo-c-c0xffffffff-rj-k-no
"joe genender",2017-01-04T20:50:20.000Z,24,103,29,https://yt3.ggpht.com/a-/AAuE7mAjFWGQI65nVTVygFTUNorNf9YLn6gXrGI4OQ=s240-mo-c-c0xffffffff-rj-k-no
"Taca Covers",2017-01-04T20:00:00.000Z,10,216248,27543,https://yt3.ggpht.com/a-/AAuE7mAZKc3MYxQ5rmwcBzog8A8dzFYB74vrycIbqg=s240-mo-c-c0xffffffff-rj-k-no
"Dream Giveaway",2017-01-04T19:48:24.000Z,29,129877,2178,https://yt3.ggpht.com/a-/AAuE7mBbhlAczIPTbc18ue5SDStOiQjTpGYJoFC8bA=s240-mo-c-c0xffffffff-rj-k-no
JackSucksAtLife,2017-01-04T19:30:01.000Z,20,55693,709933,https://yt3.ggpht.com/a-/AAuE7mBPrfOrE9efRrACBzgvVzHUPj70JjmvULBQ0Q=s240-mo-c-c0xffffffff-rj-k-no
360immersive,2017-01-04T19:10:41.000Z,27,55,0,https://yt3.ggpht.com/a-/AAuE7mDJC89b9ikQj54QPAR8KWRzo4tWNkZGz97kwA=s240-mo-c-c0xffffffff-rj-k-no
ITSLIAMLEWIS,2017-01-04T19:03:08.000Z,22,489,1044,https://yt3.ggpht.com/a-/AAuE7mALnDkfWlLk-JVrDRutWE8165vhlzGlK4m7iQ=s240-mo-c-c0xffffffff-rj-k-no
"The Tuts",2017-01-04T18:39:35.000Z,10,1025,1429,https://yt3.ggpht.com/a-/AAuE7mATuUC4Wfy4qYvmiKrmQJPYmlne3NeRX748RA=s240-mo-c-c0xffffffff-rj-k-no
"Aye Ciara",2017-01-04T18:09:48.000Z,26,45041,55171,https://yt3.ggpht.com/a-/AAuE7mACsdq9vkUneMq3SVLWyvD8mLkYIpPEZDReSA=s240-mo-c-c0xffffffff-rj-k-no
Risk,2017-01-04T18:06:30.000Z,22,2819,5077,https://yt3.ggpht.com/a-/AAuE7mBsNINkYRRbww5YMPZFOMXi1DPprd9L9ebQdQ=s240-mo-c-c0xffffffff-rj-k-no
"Mike Vapes",2017-01-04T16:25:29.000Z,24,101169,266789,https://yt3.ggpht.com/a-/AAuE7mC0Osm1chOb2Bu38gPs1LXtR0X5Iwdpl8NTvw=s240-mo-c-c0xffffffff-rj-k-no
WhatWouldLizzyDo,2017-01-04T15:00:02.000Z,26,90450,430560,https://yt3.ggpht.com/a-/AAuE7mCjGrEzfNclO1FnQ2g6JOo8f1su7Q9Jg2XJ=s240-mo-c-c0xffffffff-rj-k-no
"GC GiveawayCentral",2017-01-04T13:50:45.000Z,22,1839,1559,https://yt3.ggpht.com/a-/AAuE7mB_8-6gRIGgwOHI8u5QRW6ykWPtoHiwZk1KeQ=s240-mo-c-c0xffffffff-rj-k-no
"Ucenicu'",2017-01-04T11:11:44.000Z,28,18464,13370,https://yt3.ggpht.com/a-/AAuE7mAJnSJ1a0u9DTyw6nzncRzKcn4Xk9YiniJxqQ=s240-mo-c-c0xffffffff-rj-k-no
ShadowOfHeaven,2017-01-04T08:26:38.000Z,1,13749,20772,https://yt3.ggpht.com/a-/AAuE7mA7JnWCied3fze1Ac8BXDn2t1rwf_l20eRx-w=s240-mo-c-c0xffffffff-rj-k-no
"Ghanta Hai",2017-01-04T07:05:50.000Z,24,5508,63594,https://yt3.ggpht.com/a-/AAuE7mAbNWN0C1U3Q1bE7RhNhCN1ETdOAQ5qTXAbiA=s240-mo-c-c0xffffffff-rj-k-no
"Madison Miller",2017-01-04T05:15:43.000Z,26,204842,549392,https://yt3.ggpht.com/a-/AAuE7mBi0eLujW845flZzvc33Lm7vMCvokU458WHmg=s240-mo-c-c0xffffffff-rj-k-no
"Therese Lindgren",2017-01-04T05:00:00.000Z,22,692551,832234,https://yt3.ggpht.com/a-/AAuE7mBV8X_AHT64fX651Hs_RIwCO9d1fkx9HG8TEA=s240-mo-c-c0xffffffff-rj-k-no
"Vapor Trail Channel",2017-01-04T04:57:08.000Z,22,21554,160730,https://yt3.ggpht.com/a-/AAuE7mD0oTgtgkmAegaqnWRmboly9zsvIV0CbAUxKA=s240-mo-c-c0xffffffff-rj-k-no
IndoorSmokers,2017-01-04T03:16:56.000Z,22,23376,577357,https://yt3.ggpht.com/a-/AAuE7mCdm8-aj5qZ_euWtPLXf9x8nhx0nwhNa58dcQ=s240-mo-c-c0xffffffff-rj-k-no
"Outdoor Vitals",2017-01-04T02:48:56.000Z,19,9593,15616,https://yt3.ggpht.com/a-/AAuE7mAxMU1PytPNS_0Igv831MqIcbenahxHlnar4A=s240-mo-c-c0xffffffff-rj-k-no
Fenz_Flap300,2017-01-04T02:36:45.000Z,20,30,26,https://yt3.ggpht.com/a-/AAuE7mAZkA24u5SbHXyl80bVjNOck6TIQ9YgRn3-3w=s240-mo-c-c0xffffffff-rj-k-no
"Beyond Belief",2017-01-04T02:29:03.000Z,24,1681,5262,https://yt3.ggpht.com/a-/AAuE7mCZOSYTpFvN5GmoJ68rnA8nnTHicwx7Kc_7=s240-mo-c-c0xffffffff-rj-k-no
That_Eriksson,2017-01-04T01:08:50.000Z,1,897,690,https://yt3.ggpht.com/a-/AAuE7mAwstvJ5AfcWu8gUK8xRUsKnnxOfTJiABpicQ=s240-mo-c-c0xffffffff-rj-k-no
Albo1125,2017-01-05T23:45:57.000Z,20,39229,35157,https://yt3.ggpht.com/a-/AAuE7mB2an70alrINhE8cctAerHxM7bg6i5XGUpVVg=s240-mo-c-c0xffffffff-rj-k-no
"Adventures In Historyland",2017-01-05T23:35:19.000Z,24,78,54,https://yt3.ggpht.com/a-/AAuE7mBrBXMTqJSruIkgel-Wu8f6GzR-aMIwEPXgqw=s240-mo-c-c0xffffffff-rj-k-no
"Snowyclaw Jamaa",2017-01-05T22:56:19.000Z,20,17078,105190,https://yt3.ggpht.com/a-/AAuE7mANnPjsePAYB31Frchny5mnNVLgKowaTwFHOQ=s240-mo-c-c0xffffffff-rj-k-no
"Morrie's Chippewa Valley Mazda",2017-01-05T22:02:53.000Z,2,244,80,https://yt3.ggpht.com/a-/AAuE7mAuzDc3ahoTyK9uSik1V2ezIZfk-qJigebN4g=s240-mo-c-c0xffffffff-rj-k-no
"Leopard Couture",2017-01-05T21:30:00.000Z,26,5683,1742,https://yt3.ggpht.com/a-/AAuE7mBSFEcqaZOB1N0xdzvKtQybLpNjcSABGvyDOw=s240-mo-c-c0xffffffff-rj-k-no
